SiteCode,Study,number_pfas_sites_proximal,mean_dist_to_pfas_site,Burn_Area_5k_frac,Burn_area_50k_frac,Urbn_burn_5k_frac,Urbn_burn_50k_frac,OpenWater,PerennialIceSnow,DevelopedOpenSpace,DevelopedLowIntensity,DevelopedMediumIntensity,DevelopedHighIntensity,Barren,DeciduousForest,EvergreenForest,MixedForest,DwarfScrub,ShrubScrub,GrasslandHerbaceous,SedgeHerbaceous,Moss,PastureHay,CultivatedCrop,WoodyWetlands,EmergentHerbaceousWetlands
NV_7_Pub,PFAS Recon,2,3481.901461,NA,0.05172663,NA,0.000705375,0.007987032,0,0.023995472,0.078266035,0.049663982,0.009809037,0.002818952,0,1.15E-05,0,0,0.666097814,0.003907572,0,0,0.078747319,0.002887707,0.050924489,0.024786154
NV_8_Pub,PFAS Recon,7,3279.049339,NA,0.048078798,NA,0.000561499,0.003621093,0,0.048082618,0.125374625,0.157861332,0.078552514,8.02E-05,0,0.002097026,0,0,0.471945336,0.078162902,0,0,0.00868604,0,0.013602018,0.011974818
NV_9_Priv,PFAS Recon,10,3539.58258,NA,0.001739245,NA,NA,0.000928192,0,0.047945108,0.178098201,0.340566113,0.092280582,0.006909871,0,0,0,0,0.291177151,0.041986347,0,0,0.000114592,0,0,1.15E-05
Recon394300105073501,National TapWater Recon,8,3111.833512,NA,0.00700791,NA,6.11E-05,0.012650908,0,0.11838454,0.389771729,0.2443665,0.088636571,3.44E-05,0.000263561,0.001753251,0,0,0.051554742,0.082998666,0,0,2.29E-05,3.44E-05,0.004652417,0.004847223
IST NY_1_Priv,PFAS Recon,NA,NA,NA,0.000338682,NA,NA,0.034916048,0,0.094939107,0.071459296,0.039408037,0.004973274,0.000309397,0.632705834,0.004606581,0.018220058,0,0.001157375,0.005271212,0,0,0.027731157,1.15E-05,0.06271596,0.0016272
IST NY_10_Priv,PFAS Recon,NA,NA,NA,0.000547493,NA,1.02E-05,0.574584995,0,0.080294305,0.057891656,0.033437817,0.00678382,0.012123787,0.123105712,0.003231482,0.049939001,0,0.001283425,0.008250592,0,0,0.016123032,0,0.007448451,0.025439326
NY_2_Priv,PFAS Recon,NA,NA,NA,0.000547493,NA,1.02E-05,0.537377116,0,0.07385426,0.050935948,0.034262876,0.009935088,0.012719663,0.17091331,0.002245995,0.046948162,0,0.000847978,0.009327753,0,0,0.012868632,0,0.007184891,0.030584487
IST NY_3_Pub,PFAS Recon,7,3879.982977,NA,0.000338682,NA,NA,0.46496671,0,0.032887777,0.05987409,0.184721593,0.214366429,0.002429341,0.01453021,0.000423989,0.001031324,0,0.001271966,0.013899956,0,0,0.000332316,0,0.00217724,0.007035922
NY_4_Pub,PFAS Recon,1,4997.394573,NA,NA,NA,NA,0.027272791,0,0.200947758,0.186772782,0.074450136,0.028384329,0.00271582,0.053537176,0.025897692,0.204901167,0,0.000905273,0.001844924,0,0,0.078690024,0.014507291,0.087547951,0.011516452
IST NY_6_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.001455313,0,0.098262262,0.093758814,0.02674567,0.007482829,0.000446907,0.241478792,0.000355234,0.053193402,0,0.003689848,0.001180293,0,0,0.170718505,0.195309853,0.103235536,0.002635606
NY_7_Pub,PFAS Recon,3,2820.603693,NA,0.000547493,NA,1.02E-05,0.413423427,0,0.160611529,0.198254856,0.133739809,0.046845029,0.000641713,0.012204001,0.007631798,0.003976327,0,0.000297938,0.000343775,0,0,0.00040107,0,0.008537071,0.013074897
NY_8_Pub,PFAS Recon,15,2709.130343,NA,NA,NA,NA,0.007276564,0,0.04100086,0.110133947,0.303186347,0.518813283,0.000126051,0.015584452,0,0.000206265,0,0.000206265,0.000446907,0,0,0.000194806,0,0.001925138,0.000836518
NY_9_Pub,PFAS Recon,NA,NA,NA,0.000547493,NA,1.02E-05,0.487930858,0,0.083777889,0.067735071,0.056058191,0.017005387,0.014404159,0.139836079,0.00136364,0.054201807,0,0.001420935,0.01100079,0,0,0.020878582,0,0.014621883,0.02986256
OH_1_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.026344599,0,0.036463034,0.012868632,0.003105431,0.000309397,0.002532473,0.517071492,0.008353725,0.020431675,0,0.049709818,0.057341616,0,0,0.180642134,0.080431815,0.003368992,0.000905273
OH_2_Priv,PFAS Recon,7,2768.550942,NA,NA,NA,NA,0.021405703,0,0.095729788,0.089725191,0.076741967,0.029553163,0.001122997,0.371918364,0.011470615,0.048712872,0,0.002899166,0.005786874,0,0,0.199469527,0.035477547,0.008697499,0.001249048
OH_3_Pub,PFAS Recon,1,4600.199873,NA,NA,NA,NA,0.002727279,0,0.046661683,0.020328543,0.008239133,0.002268913,3.44E-05,0.068663262,0.000618794,0.000584417,0,0,0.007047381,0,0,0.051210968,0.78751903,0.003059595,0.001077161
OH_4_Pub,PFAS Recon,3,3946.004648,NA,NA,NA,NA,0.00638275,0,0.19928618,0.338755567,0.191562709,0.112746635,0.000148969,0.104152268,0.001959516,0.021348407,0,2.29E-05,0.003346074,0,0,0.002624147,0.000160428,0.01737208,6.88E-05
IST OH_5_Pub,PFAS Recon,11,4275.829793,NA,NA,NA,NA,0.001592823,0,0.268808879,0.269874581,0.144030131,0.072673967,0.00041253,0.054259103,6.88E-05,0.006302536,0,0.002074107,0.001844924,0,0,0.112826849,0.060630394,0.0032544,0.00135218
OH_6_Pub,PFAS Recon,2,3464.633102,NA,NA,NA,NA,0.005798333,0,0.185913345,0.230867614,0.090091884,0.036142178,0.000595876,0.330906045,0.003082513,0.035546302,0,0.002268913,0.007414074,0,0,0.043510415,0.001535527,0.022769343,0.003495043
OH_7_Pub,PFAS Recon,5,3831.726984,NA,NA,NA,NA,0.00745991,0,0.164713907,0.339569167,0.302934245,0.13182613,0.000103132,0.042777029,1.15E-05,0.004961815,0,2.29E-05,0.002326209,0,0,0.00271582,0.000355234,0.000171887,9.17E-05
IST OH_8_Priv,PFAS Recon,2,2853.671229,NA,NA,NA,NA,0.005271212,0,0.093598385,0.051875599,0.021027551,0.003792981,9.17E-05,0.336291848,0.00692133,0.052230833,0,0.003770062,0.002979381,0,0,0.221299219,0.196776625,0.003380451,0.000687549
OH_9_Priv,PFAS Recon,4,3970.858655,NA,NA,NA,NA,0.001546986,0,0.060779363,0.037391226,0.014449996,0.005110784,9.17E-05,0.134221093,0.001283425,0.01805963,0,0.001398017,0.001134456,0,0,0.229549811,0.491517574,0.003151268,0.000217724
OK_1_Priv,PFAS Recon,NA,NA,NA,0.009034908,NA,0.000533487,0.000882355,0,0.041505063,0.01004968,0.002509555,0.000206265,0.000126051,0.498209721,0.000194806,0.001145916,0,0.009946547,0.363541721,0,0,0.071081144,0,5.73E-05,0.000481285
OK_2_Priv,PFAS Recon,51,3400.71896,NA,0.007556677,NA,0.000338682,0.008227674,0,0.027994718,0.003300237,0.001180293,0.000206265,1.15E-05,0.18503099,0,6.88E-05,0,0.007448451,0.672159708,0,0,0.003071054,0.087272931,0.000641713,0.003300237
OK_3_Pub,PFAS Recon,1,653.9129071,NA,0.00823786,NA,0.000437994,0.004961815,0,0.060962709,0.050248399,0.028189524,0.005179538,0.000171887,0.345722734,0.001833465,0.001650118,0,0.010473668,0.395982591,0,0,0.091742002,0,1.15E-05,0.002956462
OK_4_Pub,PFAS Recon,3,4547.5386,NA,0.008188204,NA,0.000467279,0.007780767,0,0.096199614,0.169137141,0.16399198,0.057181188,0.00489306,0.102719874,0.00896106,0.002452259,0,0.002475178,0.25916027,0,0,0.043006212,0.072192682,0.000664631,0.009132947
OR_1_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.000194806,0,0.072410406,0.069568535,0.042719733,0.006944248,0.00027502,0.034148285,0.263285566,0.183231903,0,0.064068141,0.028143687,0,0,0.21598217,0.000756304,0.007414074,0.010909116
OR_2_Priv,PFAS Recon,5,2832.99822,NA,0.036805536,NA,0.001460406,0.027799912,0,0.036772431,0.081761077,0.081910046,0.049732737,0.000939651,0.001478231,0.012593612,0.01655848,0,0.009958006,0.002142862,0,0,0.498828516,0.124962095,0.031673107,0.02307874
OR_3_Pub,PFAS Recon,8,3548.293776,NA,0.063982834,NA,0.000399797,0.018747179,0,0.09598189,0.310210809,0.327663104,0.168678775,0.000183346,0.004801386,0.039683057,0.011722716,0,0.005362885,0.001936597,0,0,0.009155866,0,0.003758603,0.002142862
OR_4_Pub,PFAS Recon,5,2416.16814,NA,0.050039587,NA,0.000182073,0.004606581,0,0.221837799,0.305936544,0.110214161,0.018941985,0.000114592,0,0.041310257,0,0,0.29540558,0.000618794,0,0,0.000446907,0.000148969,0.000297938,8.02E-05
OR_5_Pub,PFAS Recon,NA,NA,NA,0.408816846,NA,0.011890784,0.00216578,0,0.07901088,0.028418707,0.010324699,0.003712767,0.002841871,5.73E-05,0.368091006,0.024683022,0,0.268740124,0.042857243,0,0,0.102823006,0.002028271,0.028945828,0.035225445
OR_6_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.506047784,0,0.040015372,0.044140669,0.025783101,0.019285759,0.012009195,0.003357533,0.118224111,0.050741142,0,0.040244556,0.034652487,0,0,0.001122997,0,0.02212763,0.082334035
OR_7_Pub,PFAS Recon,NA,NA,0.949072757,0.180810201,NA,0.001434941,0,0,0,0,0,0,0.00040107,0.000378152,0.94363857,0.001890761,0,0.052826709,0.000905273,0,0,0,0,0,0
PA_10_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.004320102,0,0.055038326,0.007528665,0.002326209,0.001111538,0.001959516,0.201280073,0.0056952,0.089278284,0,0.002188699,0.001466772,0,0,0.532587189,0.060240783,0.026436273,0.008582908
PA_2_Priv,PFAS Recon,NA,NA,NA,0.002109758,NA,0.000155335,0.003861736,0,0.170993524,0.10113851,0.02809785,0.005122243,0.016180328,0.303530122,0.001145916,0.02484345,0,0.00678382,0.006038975,0,0,0.249614793,0.063231622,0.019102413,0.000263561
IST PA_3_Pub,PFAS Recon,13,3603.502895,NA,0.00199262,NA,7.89E-05,0.022368272,0,0.077933719,0.071917662,0.306234482,0.474718452,0.000297938,0.038319417,8.02E-05,0.000378152,0,0.000515662,0.002555392,0,0,0.00136364,0.000366693,0.002463719,0.000355234
PA_4_Pub,PFAS Recon,7,3574.201563,NA,0.000370513,NA,1.27E-06,0.003884654,0,0.213048627,0.254507853,0.102479231,0.036955778,0.000939651,0.032544003,0.000916732,0.016283461,0,0.003265859,0.001100079,0,0,0.053525717,0.275489567,0.004870141,0.000252101
IST PA_5_Priv,PFAS Recon,1,514.2220795,NA,NA,NA,NA,0.002337668,0,0.052723576,0.025691428,0.008537071,0.001867842,0.028166605,0.511754443,0.007013003,0.056379047,0,0.031535597,0.036050504,0,0,0.069007037,0.16793393,0.000653172,0.000217724
PA_6_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.002761657,0,0.270206896,0.188869808,0.082895534,0.02349127,0.000366693,0.349011511,0.001042783,0.048082618,0,0.000527121,0.004308643,0,0,0.022918312,0.002406423,0.002796034,0.00027502
PA_7_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.000779223,0,0.078793156,0.104049136,0.03977473,0.017314785,4.58E-05,0.030905343,0.001844924,0.047841976,0,0.000630254,0.000103132,0,0,0.218388593,0.455008703,0.002223076,0.002200158
IST PA_8_Priv,PFAS Recon,6,3005.110988,NA,0.000785589,NA,6.37E-06,0.001249048,0,0.206883601,0.151192103,0.065615127,0.021978661,0.000160428,0.261119786,0.000974028,0.045389717,0,0.00937359,0.001925138,0,0,0.072307274,0.15110043,0.010141353,0.000618794
PA_9_Priv,PFAS Recon,1,2951.471508,NA,NA,NA,NA,0.02769678,0,0.052998596,0.027994718,0.004537826,0.000584417,0.002062648,0.421605264,0.003334614,0.026103957,0,0.002818952,0.005534772,0,0,0.19658182,0.202311397,0.022952689,0.002818952
PR_1_SW,PFAS Recon,NA,NA,NA,NA,NA,NA,0.002394964,0,0.003712767,0.067311082,0.022448486,0.010347618,0.003506502,0,0,0.769207299,0,0.043636466,0.017692937,0,0,0.010278863,0.044748004,0.004606581,5.73E-05
PR_3_Pub,PFAS Recon,5,3056.764264,NA,NA,NA,NA,0.00339191,0,0.021921365,0.115302027,0.06868618,0.03963722,0.020053523,0,0,0.555895112,0,0.047463824,0.04181446,0,0,0.077269088,0.007689094,0.000171887,0.000653172
PR182200066170001,PFAS Recon,3,2555.049471,NA,NA,NA,NA,0.004251347,0,0.027582188,0.13195218,0.068812231,0.035305659,0.01574488,0,0,0.58714423,0,0.044048995,0.043395823,0,0,0.03747144,0.003632552,0.000194806,0.000446907
PR_5_Pub,PFAS Recon,2,2434.512049,NA,NA,NA,NA,0.014312486,0,0.016191787,0.104209564,0.099969676,0.050821356,0.021531754,0,0,0.32635676,0,0.040748758,0.030298008,0,0,0.157597771,0.022780802,0.025404949,0.08973665
PR_6_Priv,PFAS Recon,1,1543.091365,NA,NA,NA,NA,0.050626551,0,0.012112328,0.099396718,0.094205721,0.109068246,0.006611933,0,0,0.411498288,0,0.035122313,0.008789173,0,0,0.011424778,0.000355234,0.027490515,0.025553918
IST PR_7_Priv,PFAS Recon,4,3201.018242,NA,NA,NA,NA,0.068262192,0,0.033094042,0.079950531,0.040874809,0.017555427,0.01615741,0,0,0.083525787,0,0.162284566,0.172299868,0,0,0.075389787,0.158010301,0.03407953,0.001867842
PR_8_Pub,PFAS Recon,2,1177.466736,NA,NA,NA,NA,0.090790892,0,0.037070369,0.072295815,0.064595262,0.027433219,0.018552373,0,0,0.134874265,0,0.027169659,0.014816689,0,0,0.130920856,0.026573783,0.02091296,0.067975713
PR_9_Pub,PFAS Recon,2,4652.859613,NA,NA,NA,NA,0.115485373,0,0.005729578,0.024740318,0.022906853,0.014427077,0.003483583,0,0,0.112987277,0,0.032841941,0.025141388,0,0,0.0689612,0.00949964,0.08810945,0.056550934
RI_1_Priv,PFAS Recon,1,4794.678084,NA,NA,NA,NA,0.014598965,0,0.044197964,0.039832026,0.022437027,0.004652417,0.015802176,0.341368254,0.129007177,0.244870702,0,0.002589769,0.012066491,0,0,0.023158954,0.000423989,0.102421935,0.002532473
RI_2_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.045401176,0,0.044885514,0.015653207,0.005064947,0.000183346,0.001306344,0.512441993,0.047601334,0.177364815,0,0.002601228,0.009705905,0,0,0.018048171,0.000859437,0.1121393,0.006886953
RI_3_Pub,PFAS Recon,5,3176.350635,NA,NA,NA,NA,0.330860208,0,0.091157585,0.138701623,0.165011845,0.04697108,0.003827358,0.039465333,0.002016811,0.019881635,0,0.001077161,0.016317838,0,0,0.018678424,0.002635606,0.062486777,0.06081374
RI_4_Pub,PFAS Recon,7,3512.355295,NA,NA,NA,NA,0.185936264,0,0.134668,0.151948407,0.171910257,0.059484478,0.001925138,0.141703922,0.015309432,0.059003194,0,0.00067609,0.016959551,0,0,0.005958761,0.00067609,0.044175046,0.009579854
RIC-791,National TapWater Recon,NA,NA,NA,0.012052486,NA,0.000481285,0.01546986,0,0.088900131,0.029644836,0.011069545,0.001054242,0.001054242,0.149851382,0.323090901,0.271662209,0,0.008651663,0.044106291,0,0,0.044335474,0.00148969,0.009407967,0.000160428
SC_1_Priv,PFAS Recon,NA,NA,NA,0.012083043,NA,0.000481285,0.014977117,0,0.088854295,0.029633377,0.010645556,0.000996947,0.000962569,0.152211968,0.323136737,0.270619426,0,0.009144406,0.043281232,0,0,0.045023024,0.00148969,0.008766254,0.000160428
SC_2_Priv,PFAS Recon,4,4015.634246,NA,0.000520755,NA,1.02E-05,0.017119979,0,0.167968307,0.223934825,0.078094147,0.022471405,0.001661578,0.009029815,0.182819373,0.03503064,0,0.046913784,0.094709924,0,0,0.047326314,0.003334614,0.067047521,0.002429341
IST SC_3_Pub,PFAS Recon,3,3353.362534,NA,0.004539099,NA,0.000154062,0.017612723,0,0.113342511,0.06801009,0.022253681,0.010817443,0.00027502,0.038754865,0.223533754,0.170328893,0,0.012433184,0.055977977,0,0,0.206241888,0.02335376,0.033724296,0.003346074
IST SC_4_Pub,PFAS Recon,4,3121.907608,NA,0.000520755,NA,1.02E-05,0.04208948,0,0.169171519,0.251665982,0.206849223,0.120332596,0.000767763,0.011550829,0.045080319,0.062727419,0,0.002074107,0.017761692,0,0,0.014851066,0.001569904,0.050878652,0.002738738
SC_5_Pub,PFAS Recon,2,3625.426305,NA,0.023110571,NA,0.000655718,0.007689094,0,0.210928683,0.179370167,0.049663982,0.018391945,0.012158164,0.028762481,0.254186996,0.014048925,0,0.078678564,0.040026832,0,0,0.044358392,0.00257831,0.057375994,0.001707414
SD_1_Priv,PFAS Recon,NA,NA,NA,0.015725782,NA,9.17E-05,2.29E-05,0,0.019732666,0.007322401,0.001306344,4.58E-05,0,0.00041253,0.701953513,0,0,0.117009441,0.150309748,0,0,0.001959516,0,0,0
SD_3_Pub,PFAS Recon,3,3596.494996,NA,0.025806019,NA,0.000131144,0.001684496,0,0.13087502,0.153438098,0.192330473,0.060836659,0.00556915,0.000974028,0.208602474,2.29E-05,0,0.090745056,0.149725331,0,0,0.003208564,0,0.0008136,0.001054242
SD_4_Pub,PFAS Recon,3,2730.385768,NA,0.023607134,NA,0.000122231,0.001959516,0,0.129580135,0.147387663,0.173594753,0.058132298,0.012639449,0.000779223,0.250302342,0,0,0.062360726,0.160485478,0,0,0.000710468,1.15E-05,0.000870896,0.001111538
SDTW2019001,Northern Plains,NA,NA,NA,0.000695189,NA,NA,0.051634956,0,0.028395788,0.009270457,0.002486637,0.000744845,0.001065701,0.001673037,0,6.88E-05,0,0.000114592,0.576487215,0,0,0.057547881,0.181043204,0.001718873,0.087754216
SDTW2019002,Northern Plains,NA,NA,NA,NA,NA,NA,0.002108485,0,0.023686075,0.003220023,0.000423989,5.73E-05,0.001294885,0.000974028,0,0,0,6.88E-05,0.420092655,0,0,0.073659454,0.399958918,0.000641713,0.073693832
SDTW2019003,Northern Plains,NA,NA,NA,0.000695189,NA,NA,0.050832816,0,0.028430166,0.009155866,0.002486637,0.000744845,0.00095111,0.001753251,0,6.88E-05,0,0.000206265,0.572419215,0,0,0.058269808,0.186176906,0.001741792,0.086654137
SDTW2019004,Northern Plains,NA,NA,NA,0.000695189,NA,NA,0.051680793,0,0.028006177,0.009201702,0.002486637,0.000744845,0.001065701,0.001673037,0,6.88E-05,0,0.000114592,0.573817232,0,0,0.056997841,0.184687216,0.001741792,0.087708379
SH452200101270005,Northern Plains,NA,NA,NA,0.001886941,NA,NA,0.001638659,0,0.005282671,0.000469825,2.29E-05,0,0.000343775,0.002245995,0,0,0,0.000996947,0.838260173,0,0,0.04222699,0.103877248,0.00027502,0.004285724
SDTW2019006,Northern Plains,NA,NA,NA,0.001886941,NA,NA,0.002394964,0,0.004812845,0.001386558,6.88E-05,1.15E-05,0.000527121,0.002291831,8.02E-05,0,0,0.003552338,0.933989961,0,0,0.021554672,0.028453084,3.44E-05,0.000756304
SDTW2019007,Northern Plains,NA,NA,NA,0.001886941,NA,NA,0.031191822,0,0.028441625,0.02443092,0.016398052,0.003197104,0.004950355,0.001615741,3.44E-05,4.58E-05,0,0.00217724,0.542900429,0,0,0.073670913,0.249190804,0.000916732,0.020935878
SDTW2019008,Northern Plains,NA,NA,NA,0.001886941,NA,NA,0.025760182,0,0.028682267,0.024190278,0.016375134,0.003197104,0.004308643,0.001650118,3.44E-05,0.000103132,0,0.002280372,0.556021163,0,0,0.078117066,0.24123815,0.001077161,0.016867877
SDTW2019009,Northern Plains,NA,NA,NA,0.000695189,NA,NA,0.003850276,0,0.016799123,0.005397262,0.00040107,3.44E-05,0.000378152,0,0,1.15E-05,0,0.000905273,0.398389014,0,0,0.021050469,0.55171252,0.000343775,0.000653172
SDTW2019010,Northern Plains,NA,NA,NA,0.000695189,NA,NA,0.015034413,0,0.007482829,0.004239888,0.00067609,8.02E-05,6.88E-05,0.002326209,0,3.44E-05,0,0.000343775,0.93413893,0,0,0.007838063,0.021394244,0.00135218,0.004996192
SDTW2019011,Northern Plains,NA,NA,NA,0.000695189,NA,NA,0.015939686,0,0.012020655,0.009006897,0.002681442,0.000309397,6.88E-05,8.02E-05,0,0,0,0.000320856,0.828611563,0,0,0.028441625,0.099259208,0.000584417,0.002750197
SDTW2019012,Northern Plains,NA,NA,NA,0.002011718,NA,NA,0.005993139,0,0.006898412,0.003632552,0.000435448,0,6.88E-05,0.00135218,0,1.15E-05,0,0.000687549,0.880762182,0,0,0.009327753,0.089003264,0.00040107,0.001386558
SDTW2019013,Northern Plains,NA,NA,NA,0.001983707,NA,NA,0.006004598,0,0.006932789,0.003632552,0.000435448,0,6.88E-05,0.00135218,0,1.15E-05,0,0.000687549,0.883546757,0,0,0.009327753,0.086253066,0.000446907,0.001398017
SDTW2019014,Northern Plains,NA,NA,NA,0.00040871,NA,NA,0.037116206,0,0.02620709,0.008158919,0.002349127,0.000744845,8.02E-05,0.000561499,8.02E-05,5.73E-05,0,0.000240642,0.6619496,0,0,0.053307993,0.154251698,0.001019865,0.053812196
SDTW2019015,Northern Plains,NA,NA,NA,0.001886941,NA,NA,0.008972519,0,0.025737264,0.015572993,0.002773116,0.00040107,0.000572958,0.004789927,0.00013751,0.000194806,0,0.001008406,0.398996349,0,0,0.113869632,0.411085759,0.011894604,0.004045082
SH452300101030016,Northern Plains,NA,NA,0.037178595,0.001886941,NA,NA,0.052929841,0,0.015733421,0.003300237,0.000469825,1.15E-05,0.006508801,0.001673037,0,0,0,0.000446907,0.545788136,0,0,0.059220918,0.290180205,3.44E-05,0.023663157
SDTW2019017,Northern Plains,NA,NA,NA,0.001886941,NA,NA,0.020271247,0,0.021153602,0.004984733,0.000217724,1.15E-05,0.000962569,0.000515662,0,0.000114592,0,0.001283425,0.530719346,0,0,0.056917627,0.30450415,0.001122997,0.057227025
SDTW2019018,Northern Plains,NA,NA,NA,0.001886941,NA,NA,0.028682267,0,0.027776994,0.024339247,0.016398052,0.003197104,0.004640958,0.001604282,3.44E-05,4.58E-05,0,0.002154321,0.564661366,0,0,0.071699938,0.235875265,0.000916732,0.017933579
SDTW2019019,Northern Plains,NA,NA,NA,0.000501656,NA,NA,0.005935843,0,0.007414074,0.005007651,0.000320856,9.17E-05,0.000343775,0.004297183,0.000240642,0.000332316,0,0.000458366,0.959830358,0,0,9.17E-05,0,0.013178029,0.002566851
SDTW2019020,Northern Plains,NA,NA,NA,0.001886941,NA,NA,0.002005352,0,8.02E-05,2.29E-05,3.44E-05,0,0.00216578,0,5.73E-05,0,0,0.001856383,0.963806685,0,0,0.003277319,0.026413354,0,0.000206265
SDTW2019060,Northern Plains,NA,NA,NA,0.0288758,NA,0.000496563,2.29E-05,0,0.00013751,2.29E-05,0,0,0.114878038,0.003380451,0.045664736,0.010805984,0,0.000263561,0.823580994,0,0,0,0,0.000527121,0.000721927
SDTW2019061,Northern Plains,NA,NA,NA,0.018568926,NA,3.06E-05,0.001271966,0,0.026230008,0.021692182,0.011562288,0.00271582,8.02E-05,0.001134456,0.001111538,0,0,0.000148969,0.480745968,0,0,0.036726595,0.410593015,0.000504203,0.005408722
SDTW2019062,Northern Plains,NA,NA,NA,0.007393702,NA,0.000109499,0.001844924,0,0.019606616,0.008388102,0.001019865,0,0,0.002658524,4.58E-05,6.88E-05,0,0.000148969,0.712243835,0,0,0.031375169,0.213598666,0.00515662,0.003770062
SDTW2019063,Northern Plains,NA,NA,NA,0.02859314,NA,0.000488924,2.29E-05,0,0.020878582,0.006715065,0.000126051,0,0.000297938,0.005752496,0.013544722,0.014553128,0,0.000550039,0.888336684,0,0,0.031581434,0.017314785,6.88E-05,0.000263561
SDTW2019064,Northern Plains,NA,NA,NA,0.028123315,NA,0.000485104,4.58E-05,0,0.012960305,0.003265859,0.000148969,0,0.013361376,0.007723471,0.010599719,0.006027516,0,0.000252101,0.930678265,0,0,0.006990085,0.002085566,0.002796034,0.002945003
SH433400101380065,Northern Plains,NA,NA,NA,0.026870447,NA,0.000466006,0.001856383,0,0.011035167,0.013212407,0.002463719,0.000114592,0.115015548,0.006325454,0.033288848,0.0016272,0,6.88E-05,0.616353619,0,0,0.033025287,0.160806335,0.001294885,0.003460665
SDTW2019066,Northern Plains,NA,NA,NA,0.008691133,NA,0.000105679,0.001844924,0,0.019102413,0.008055787,0.000962569,0,0,0.005385803,0.00136364,0.000252101,0,0.000229183,0.732022338,0,0,0.035374414,0.181891182,0.008399561,0.005042029
SDTW2019067,Northern Plains,NA,NA,NA,0.011185409,NA,0.000194806,0.001982434,0,0.01778461,0.00828497,0.001065701,0,0.009224621,0.001340721,0.001214671,0,0,6.88E-05,0.713756444,0,0,0.024912205,0.213358024,0.004251347,0.002727279
SDTW2019068,Northern Plains,NA,NA,0.108480009,0.040384612,0.001400563,0.00012987,0.001615741,0,0.00814746,0.003323155,0.000309397,0,0.050557796,0.005225375,0.007436992,0.000297938,0,0.006531719,0.894788189,0,0,0.005626446,0.001134456,0.011768553,0.003162727
SDTW2019069,Northern Plains,NA,NA,0.115228179,0.042398877,0.001527887,0.00013369,0.001546986,0,0.009316294,0.004572203,0.000550039,1.15E-05,0.015504238,0.004297183,0.023021444,0.000446907,0,0.020122278,0.893424549,0,0,0.005603527,0.001134456,0.01697101,0.003495043
SDTW2019070,Northern Plains,NA,NA,NA,0.026909918,NA,0.000488924,0.006313995,0,0.001122997,0.000721927,0.000229183,0,0.061661718,0.003896113,0,0.000183346,0,0,0.919952495,0,0,0,0,0.002097026,0.003735685
SDTW2019071,Northern Plains,NA,NA,NA,0.020834019,NA,0.000128597,0.000389611,0,0.000297938,9.17E-05,4.58E-05,0,0.000103132,0.009293375,0.004331561,0.000630254,0,0.000699009,0.911541475,0,0,0.014759393,0.036864105,0.009763201,0.011161218
SDTW2019072,Northern Plains,NA,NA,NA,0.019076948,NA,3.06E-05,0.001237589,0,0.026722752,0.020947337,0.01153937,0.002727279,8.02E-05,0.000572958,0.020660858,0,0,0.00013751,0.499149372,0,0,0.047188804,0.36477931,3.44E-05,0.004171133
SDTW2019073,Northern Plains,NA,NA,NA,0.029248859,NA,0.00049529,4.58E-05,0,0.009293375,0.003598175,8.02E-05,0,0.089450171,0.007895358,0.034973344,0.02700923,0,0.000481285,0.810712362,0,0,0.010347618,0.002085566,0.002108485,0.001936597
SDTW2019074,Northern Plains,NA,NA,NA,0.047186258,NA,0.000131144,0.000217724,0,0.020958796,0.010404914,0.002967921,0.000252101,0,0.0056952,0.229091445,0.002635606,0,0.062429481,0.633702781,0,0,0.001271966,0.007081758,0.019996227,0.003311696
SDTW2019075,Northern Plains,NA,NA,NA,0.008242953,NA,9.93E-05,0.0008136,0,0.009144406,0.003850276,0.000148969,0,0,0.020786909,0.23092491,0.001260507,0,0.020191033,0.697220882,0,0,0,0,0.012341511,0.003242941
TN_1_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.001432394,0,0.063311836,0.021073388,0.005752496,0.001661578,9.17E-05,0.616422373,0.02050043,0.058682337,0,0.003987786,0.005741037,0,0,0.200145617,3.44E-05,0.000504203,0.000595876
TN_2_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.003838817,0,0.056401965,0.013819742,0.003896113,0.001065701,0.000974028,0.613305483,0.002658524,0.031157445,0,0.008949601,0.030584487,0,0,0.231406194,0.000710468,0.000779223,0.000366693
TN_3_Pub,PFAS Recon,NA,NA,NA,0.013337184,NA,0.001208304,0.162548126,0,0.200122699,0.12421725,0.05728432,0.014908362,0.000779223,0.277472001,0.007689094,0.05457996,0,0.0016272,0.010462209,0,0,0.085611354,0.000378152,0.001879302,0.000343775
